service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2:1:CIST-562755-1-101,1,1,1,1,1,0,0,20211212,20221210
2:1:CIST-562755-1-102,1,1,1,1,1,0,0,20211212,20221210
2:1:CIST-562755-1-103,1,1,1,1,1,0,0,20211212,20221210
2:1:CIST-562755-1-104,1,1,1,1,1,0,0,20211212,20221210
2:1:CIST-562755-1-105,1,1,1,1,1,0,0,20211212,20221210
2:1:CIST-562755-1-106,1,1,1,1,1,0,0,20211212,20221210
2:1:CIST-562755-1-107,1,1,1,1,1,0,0,20211212,20221210
2:1:CIST-562755-1-108,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-101,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-102,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-103,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-104,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-105,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-106,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-107,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-108,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-110,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-113,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-114,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-115,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-117,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-118,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-119,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-120,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-121,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-122,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-124,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-126,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-151,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-152,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-153,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-154,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-155,1,1,1,1,1,0,0,20211212,20221210
2:2:CIST-552621-1-201,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-202,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-203,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-204,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-205,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-206,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-207,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-208,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-209,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-210,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-211,0,0,0,0,0,1,1,20211212,20221210
2:2:CIST-552621-1-212,0,0,0,0,0,1,1,20211212,20221210
2:3:CIST-592457-1-101,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-102,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-103,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-104,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-105,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-106,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-107,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-108,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-109,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-110,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-111,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-112,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-113,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-114,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-115,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-116,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-117,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-118,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-119,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-120,1,1,1,1,1,0,0,20211212,20221210
2:3:CIST-592457-1-201,0,0,0,0,0,1,1,20211212,20221210
2:3:CIST-592457-1-202,0,0,0,0,0,1,1,20211212,20221210
2:3:CIST-592457-1-203,0,0,0,0,0,1,1,20211212,20221210
2:3:CIST-592457-1-204,0,0,0,0,0,1,1,20211212,20221210
2:3:CIST-592457-1-205,0,0,0,0,0,1,1,20211212,20221210
2:3:CIST-592457-1-206,0,0,0,0,0,1,1,20211212,20221210
2:3:CIST-592457-1-207,0,0,0,0,0,1,1,20211212,20221210
2:3:CIST-592457-1-208,0,0,0,0,0,1,1,20211212,20221210
2:4:CIST-552680-1-148,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-150,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-151,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-152,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-153,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-154,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-155,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-156,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-157,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-158,1,1,1,1,1,0,0,20211212,20221210
2:4:CIST-552680-1-159,1,1,1,1,1,0,0,20211212,20221210
2:5:CIST-001435-1-101,1,1,1,1,1,0,0,20191215,20240329
2:5:CIST-001435-1-102,1,1,1,1,1,0,0,20191215,20240329
2:5:CIST-001435-1-103,1,1,1,1,1,0,0,20191215,20240329
2:5:CIST-001435-1-104,1,1,1,1,1,0,0,20191215,20240329
2:5:CIST-001435-1-105,1,1,1,1,1,0,0,20191215,20240329
2:5:CIST-001435-1-106,1,1,1,1,1,0,0,20191215,20240329
2:5:CIST-001435-1-107,1,1,1,1,1,0,0,20191215,20240329
2:5:CIST-001435-1-108,1,1,1,1,1,0,0,20191215,20240329
2:5:CIST-001435-1-201,0,0,0,0,0,1,1,20191215,20240329
2:5:CIST-001435-1-202,0,0,0,0,0,1,1,20191215,20240329
2:5:CIST-001435-1-203,0,0,0,0,0,1,1,20191215,20240329
2:5:CIST-001435-1-204,0,0,0,0,0,1,1,20191215,20240329
2:5:CIST-001435-1-209,0,0,0,0,0,1,1,20191215,20240329
2:5:CIST-001435-1-210,0,0,0,0,0,1,1,20191215,20240329
2:5:CIST-001435-1-211,0,0,0,0,0,1,1,20191215,20240329
2:5:CIST-001435-1-212,0,0,0,0,0,1,1,20191215,20240329
2:6:CIST-582481-1-101,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-102,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-103,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-104,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-105,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-106,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-107,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-108,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-109,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-110,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-111,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-112,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-113,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-114,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-115,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-116,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-117,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-118,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-119,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-120,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-121,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-122,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-123,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-124,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-125,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-126,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-127,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-128,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-129,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-130,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-132,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-134,1,1,1,1,1,0,0,20211212,20221210
2:6:CIST-582481-1-201,0,0,0,0,0,1,1,20211212,20221210
2:6:CIST-582481-1-202,0,0,0,0,0,1,1,20211212,20221210
2:6:CIST-582481-1-203,0,0,0,0,0,1,1,20211212,20221210
2:6:CIST-582481-1-204,0,0,0,0,0,1,1,20211212,20221210
2:7:CIST-512436-1-101,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-102,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-103,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-104,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-105,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-106,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-107,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-108,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-109,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-110,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-112,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-113,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-114,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-115,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-116,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-117,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-119,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-120,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-121,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-122,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-124,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-126,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-141,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-142,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-201,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-202,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-203,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-204,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-205,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-206,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-302,1,1,1,1,1,0,0,20220306,20221210
2:7:CIST-512436-1-401,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-402,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-403,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-404,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-405,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-406,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-407,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-408,0,0,0,0,0,1,1,20220306,20221210
2:7:CIST-512436-1-410,0,0,0,0,0,1,1,20220306,20221210
2:8:CIST-512410-1-101,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-102,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-103,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-104,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-106,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-107,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-110,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-111,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-112,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-113,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-114,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-115,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-117,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-118,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-119,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-120,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-121,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-122,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-123,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-124,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-125,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-126,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-127,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-128,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-129,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-130,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-131,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-132,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-133,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-134,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-135,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-136,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-137,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-138,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-139,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-140,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-141,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-142,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-143,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-144,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-145,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-146,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-147,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-149,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-150,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-151,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-152,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-153,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-155,1,1,1,1,1,0,0,20220701,20221210
2:8:CIST-512410-1-201,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-202,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-203,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-204,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-205,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-206,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-207,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-208,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-209,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-210,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-211,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-212,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-213,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-214,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-215,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-216,0,0,0,0,0,1,1,20220701,20221210
2:8:CIST-512410-1-217,0,0,0,0,0,1,1,20220701,20221210
2:9:CIST-552631-1-151,1,1,1,1,1,0,0,20211212,20221210
2:9:CIST-552631-1-152,1,1,1,1,1,0,0,20211212,20221210
2:9:CIST-552631-1-153,1,1,1,1,1,0,0,20211212,20221210
2:9:CIST-552631-1-154,1,1,1,1,1,0,0,20211212,20221210
2:9:CIST-552631-1-156,1,1,1,1,1,0,0,20211212,20221210
2:10:CIST-001452-1-101,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-102,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-104,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-105,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-106,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-109,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-110,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-111,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-113,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-114,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-115,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-116,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-117,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-118,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-119,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-120,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-121,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-122,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-123,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-124,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-125,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-126,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-127,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-128,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-129,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-130,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-131,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-132,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-133,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-134,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-135,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-136,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-137,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-138,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-139,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-140,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-141,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-142,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-143,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-144,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-145,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-146,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-147,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-149,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-151,1,1,1,1,1,0,0,20210214,20231208
2:10:CIST-001452-1-201,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-202,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-203,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-204,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-205,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-206,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-207,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-208,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-209,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-210,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-211,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-212,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-213,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-214,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-215,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-216,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-217,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-218,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-219,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-220,0,0,0,0,0,1,1,20210214,20231208
2:10:CIST-001452-1-221,0,0,0,0,0,1,1,20210214,20231208
2:11:CIST-001452-1-101,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-102,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-104,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-105,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-106,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-109,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-110,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-111,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-113,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-114,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-115,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-116,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-117,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-118,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-119,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-120,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-121,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-122,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-123,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-124,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-125,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-126,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-127,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-128,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-129,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-130,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-131,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-132,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-133,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-134,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-135,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-136,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-137,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-138,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-139,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-140,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-141,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-142,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-143,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-144,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-145,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-146,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-147,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-149,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-151,1,1,1,1,1,0,0,20211212,20231208
2:11:CIST-001452-1-201,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-202,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-203,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-204,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-205,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-206,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-207,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-208,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-209,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-210,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-211,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-212,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-213,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-214,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-215,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-216,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-217,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-218,0,0,0,0,0,1,1,20211212,20231208
2:11:CIST-001452-1-219,0,0,0,0,0,1,1,20211212,20231208
